time,afvoer (m3/s),daling gws (m),bodemvocht (mm),neerslagtekort (mm),totaal,grasland,kapitaalintensieve teelten uitgezonderd
2019-09-23,0.16,-0.8014739583333336,75.9706,210.48280000000005,,1.0,
2019-09-24,0.16,-0.7922031250000001,77.4404,202.57070000000004,,1.0,
2019-09-25,0.23,-0.77653125,81.7121,187.70350000000005,,1.0,
2019-09-26,0.46,-0.750619791666667,88.9758,187.55840000000003,,1.0,
2019-09-27,0.52,-0.7250677083333336,103.0968,188.51000000000005,,1.0,
2019-09-28,0.52,-0.7378020833333342,101.49700000000001,178.20050000000003,,1.0,
2019-09-29,0.41,-0.7265000000000003,100.1463,176.21140000000003,,1.0,
2019-09-30,0.46,-0.705385416666667,109.7114,155.44290000000004,,1.0,
2019-10-01,,,,,,1.0,
2019-10-02,,,,,,1.0,
2019-10-03,,,,,,,
2019-10-04,,,,,,,
2019-10-05,,,,,,,
2019-10-06,,,,,,,
2019-10-07,,,,,,,
2019-10-08,,,,,,,
2019-10-09,,,,,,,
2019-10-10,,,,,,,
2019-10-11,,,,,,,
2019-10-12,,,,,,,
2019-10-13,,,,,,,
2019-10-14,,,,,,,
2019-10-15,,,,,,,
2019-10-16,,,,,,,
2019-10-17,,,,,,,
2019-10-18,,,,,,,
2019-10-19,,,,,,,
2019-10-20,,,,,,,
2019-10-21,,,,,,,
2019-10-22,,,,,,,
2019-10-23,,,,,,,
2019-10-24,,,,,,,
2019-10-25,,,,,,,
2019-10-26,,,,,,,
2019-10-27,,,,,,,
2019-10-28,,,,,,,
2019-10-29,,,,,,,
2019-10-30,,,,,,,
2019-10-31,,,,,,,
2019-11-01,,,,,,,
2019-11-02,,,,,,,
2019-11-03,,,,,,,
2019-11-04,,,,,,,
2019-11-05,,,,,,,
2019-11-06,,,,,,,
2019-11-07,,,,,,,
2019-11-08,,,,,,,
2019-11-09,,,,,,,
2019-11-10,,,,,,,
2019-11-11,,,,,,,
2019-11-12,,,,,,,
2019-11-13,,,,,,,
2019-11-14,,,,,,,
2019-11-15,,,,,,,
2019-11-16,,,,,,,
2019-11-17,,,,,,,
2019-11-18,,,,,,,
2019-11-19,,,,,,,
2019-11-20,,,,,,,
2019-11-21,,,,,,,
2019-11-22,,,,,,,
2019-11-23,,,,,,,
2019-11-24,,,,,,,
2019-11-25,,,,,,,
2019-11-26,,,,,,,
2019-11-27,,,,,,,
2019-11-28,,,,,,,
2019-11-29,,,,,,,
2019-11-30,,,,,,,
2019-12-01,,,,,,,
2019-12-02,,,,,,,
2019-12-03,,,,,,,
2019-12-04,,,,,,,
2019-12-05,,,,,,,
2019-12-06,,,,,,,
2019-12-07,,,,,,,
2019-12-08,,,,,,,
2019-12-09,,,,,,,
2019-12-10,,,,,,,
2019-12-11,,,,,,,
2019-12-12,,,,,,,
2019-12-13,,,,,,,
2019-12-14,,,,,,,
2019-12-15,,,,,,,
2019-12-16,,,,,,,
2019-12-17,,,,,,,
2019-12-18,,,,,,,
2019-12-19,,,,,,,
2019-12-20,,,,,,,
2019-12-21,,,,,,,
2019-12-22,,,,,,,
2019-12-23,,,,,,,
2019-12-24,,,,,,,
2019-12-25,,,,,,,
2019-12-26,,,,,,,
2019-12-27,,,,,,,
2019-12-28,,,,,,,
2019-12-29,,,,,,,
2019-12-30,,,,,,,
2019-12-31,,,,,,,
2020-01-01,,,,,,,
2020-01-02,,,,,,,
2020-01-03,,,,,,,
2020-01-04,,,,,,,
2020-01-05,,,,,,,
2020-01-06,,,,,,,
2020-01-07,,,,,,,
2020-01-08,,,,,,,
2020-01-09,,,,,,,
2020-01-10,,,,,,,
2020-01-11,,,,,,,
2020-01-12,,,,,,,
2020-01-13,,,,,,,
2020-01-14,,,,,,,
2020-01-15,,,,,,,
2020-01-16,,,,,,,
2020-01-17,,,,,,,
2020-01-18,,,,,,,
2020-01-19,,,,,,,
2020-01-20,,,,,,,
2020-01-21,,,,,,,
2020-01-22,,,,,,,
2020-01-23,,,,,,,
2020-01-24,,,,,,,
2020-01-25,,,,,,,
2020-01-26,,,,,,,
2020-01-27,,,,,,,
2020-01-28,,,,,,,
2020-01-29,,,,,,,
2020-01-30,,,,,,,
2020-01-31,,,,,,,
2020-02-01,,,,,,,
2020-02-02,,,,,,,
2020-02-03,,,,,,,
2020-02-04,,,,,,,
2020-02-05,,,,,,,
2020-02-06,,,,,,,
2020-02-07,,,,,,,
2020-02-08,,,,,,,
2020-02-09,,,,,,,
2020-02-10,,,,,,,
2020-02-11,,,,,,,
2020-02-12,,,,,,,
2020-02-13,,,,,,,
2020-02-14,,,,,,,
2020-02-15,,,,,,,
2020-02-16,,,,,,,
2020-02-17,,,,,,,
2020-02-18,,,,,,,
2020-02-19,,,,,,,
2020-02-20,,,,,,,
2020-02-21,,,,,,,
2020-02-22,,,,,,,
2020-02-23,,,,,,,
2020-02-24,,,,,,,
2020-02-25,,,,,,,
2020-02-26,,,,,,,
2020-02-27,,,,,,,
2020-02-28,,,,,,,
2020-02-29,,,,,,,
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,,,,,,,
2020-03-04,,,,,,,
2020-03-05,,,,,,,
2020-03-06,,,,,,,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,,,,,,,
2020-03-10,,,,,,,
2020-03-11,,,,,,,
2020-03-12,,,,,,,
2020-03-13,,,,,,,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,,,,,,,
2020-03-17,,,,,,,
2020-03-18,,,,,,,
2020-03-19,,,,,,,
2020-03-20,,,,,,,
2020-03-21,,,,,,,
2020-03-22,,,,,,,
2020-03-23,,,,,,,
2020-03-24,,,,,,,
2020-03-25,,,,,,,
2020-03-26,,,,,,,
2020-03-27,,,,,,,
2020-03-28,,,,,,,
2020-03-29,,,,,,,
2020-03-30,,,,,,,
2020-03-31,,,,,,,
2020-04-01,1.18,0.0,107.2312,2.2872999999999997,,,
2020-04-02,1.25,-0.0057968749999990354,106.2932,3.5873,,,
2020-04-03,1.15,-0.028723958333332522,105.8536,5.1873000000000005,,,
2020-04-04,1.1,-0.04753645833333209,113.6399,8.0873,,,
2020-04-05,1.11,-0.04966666666666619,112.3981,10.532800000000002,,,
2020-04-06,0.96,-0.06590104166666577,110.8822,13.532800000000002,,,
2020-04-07,0.9,-0.08482812499999992,109.7901,16.7328,,,
2020-04-08,0.88,-0.0829218750000007,108.3899,19.9328,,,
2020-04-09,0.96,-0.09779687499999923,106.9107,22.8328,,,
2020-04-10,0.77,-0.10561979166666591,105.7009,26.1328,,,
2020-04-11,0.87,-0.11398958333333231,104.2861,29.4992,,,
2020-04-12,0.84,-0.1183593749999996,102.73,31.978499999999997,,,
2020-04-13,0.86,-0.153260416666666,101.6636,34.5785,,,
2020-04-14,0.78,-0.17123958333333322,100.76799999999999,36.0785,,,
2020-04-15,0.84,-0.17373958333333217,100.4872,39.1785,,,
2020-04-16,0.82,-0.17765624999999918,99.1874,42.5785,,,
2020-04-17,0.68,-0.19657812499999983,97.62799999999999,41.8561,,,
2020-04-18,0.64,-0.205208333333333,96.2023,43.1128,,,
2020-04-19,0.74,-0.21378124999999926,98.6853,46.2128,,,
2020-04-20,0.68,-0.22742708333333228,97.09100000000001,50.0128,,,
2020-04-21,0.57,-0.2400885416666657,95.1301,54.0128,,,
2020-04-22,0.57,-0.258119791666666,93.2172,58.1117,,,
2020-04-23,0.69,-0.27074479166666643,91.1493,62.0957,,,
2020-04-24,0.58,-0.28157291666666673,89.0665,65.8957,,,
2020-04-25,0.62,-0.2972083333333322,87.38600000000001,68.79570000000001,,,
2020-04-26,0.6,-0.30707812499999954,86.1228,72.3957,,,
2020-04-27,0.63,-0.3125781250000004,84.6045,70.7881,,,
2020-04-28,0.59,-0.3127031249999991,82.9444,70.3902,,,
2020-04-29,0.72,-0.3154895833333331,87.1426,69.18579999999999,,,
2020-04-30,0.71,-0.3180364583333328,92.5171,68.35169999999998,,,
2020-05-01,0.66,-0.326489583333333,93.5412,66.38499999999998,,,
2020-05-02,0.78,-0.33588541666666605,94.4836,68.74769999999998,,,
2020-05-03,0.86,-0.3454479166666663,96.8048,69.43429999999998,,,
2020-05-04,0.64,-0.35356770833333273,95.2861,72.43429999999998,,,
2020-05-05,0.56,-0.363338541666666,94.0786,76.43429999999998,,,
2020-05-06,0.62,-0.3754999999999994,91.5946,80.53429999999997,,,
2020-05-07,0.59,-0.3805312499999999,90.7518,84.53429999999997,,,
2020-05-08,0.61,-0.3836041666666661,88.4949,88.33429999999997,,,
2020-05-09,0.53,-0.39014062499999924,86.3784,87.08339999999997,,,
2020-05-10,0.46,-0.3973489583333323,85.1865,88.07989999999997,,,
2020-05-11,0.73,-0.4198489583333328,90.15299999999999,91.37989999999996,,,
2020-05-12,0.63,-0.42908333333333226,88.2612,93.05339999999997,,,
2020-05-13,0.58,-0.4315156249999993,88.8992,95.75339999999997,,,
2020-05-14,0.47,-0.4515104166666657,87.9467,99.55339999999997,,,
2020-05-15,0.5,-0.4635989583333322,85.9887,102.85339999999997,,,
2020-05-16,0.44,-0.47296354166666565,85.8563,105.95339999999996,,,
2020-05-17,0.4,-0.4842499999999996,85.0379,109.55339999999995,,,
2020-05-18,0.4,-0.49202083333333224,83.5684,113.94649999999996,,,
2020-05-19,0.29,-0.5009427083333321,82.8049,118.44649999999996,,,
2020-05-20,0.34,-0.5153541666666664,81.2875,123.24649999999995,,,
2020-05-21,0.39,-0.5294427083333328,80.8468,124.69089999999996,,,
2020-05-22,0.21,-0.5416458333333334,79.7913,126.63229999999996,,,
2020-05-23,0.19,-0.5606249999999993,85.5353,129.21469999999997,,,
2020-05-24,0.19,-0.5714947916666657,85.3155,130.31469999999996,,,
2020-05-25,0.22,-0.5760937499999992,86.1962,134.60619999999997,,1.0,
2020-05-26,0.24,-0.5861614583333329,84.7142,139.39659999999998,,1.0,
2020-05-27,0.25,-0.5947447916666664,83.8449,144.09659999999997,,1.0,
2020-05-28,0.23,-0.6046458333333323,82.5827,148.99659999999997,,1.0,
2020-05-29,0.24,-0.6141093749999995,82.2327,153.99659999999997,,1.0,
2020-05-30,0.26,-0.6303333333333331,81.8419,159.09659999999997,,1.0,
2020-05-31,0.22,-0.6484531249999992,81.2272,164.19559999999996,,1.0,
2020-06-01,0.25,-0.665625,81.0516,169.29229999999995,,1.0,
2020-06-02,0.16,-0.6706145833333333,80.3079,174.28439999999995,,1.0,
2020-06-03,,-0.6701718749999995,79.9074,176.51259999999994,,1.0,
2020-06-04,0.05,-0.6708072916666672,80.0215,168.07979999999992,,1.0,
2020-06-05,,-0.6586197916666662,81.4135,165.10749999999993,,1.0,
2020-06-06,0.68,-0.6542604166666657,90.0465,164.03409999999994,,1.0,
2020-06-07,0.47,-0.6642187500000001,90.4099,162.18349999999992,,1.0,
2020-06-08,0.28,-0.6573541666666659,90.3933,164.18349999999992,,1.0,
2020-06-09,0.36,-0.6541458333333321,92.0773,166.6831999999999,,1.0,
2020-06-10,0.29,-0.6532135416666669,89.95700000000001,168.3583999999999,,1.0,
2020-06-11,0.33,-0.6533958333333325,88.4229,152.0776999999999,,1.0,
2020-06-12,0.38,-0.6597239583333325,86.89,153.39469999999992,,1.0,
2020-06-13,0.78,-0.6234687499999986,102.1136,158.1862999999999,,1.0,
2020-06-14,0.67,-0.6261927083333326,99.0623,157.3401999999999,,1.0,
2020-06-15,0.47,-0.6299427083333324,98.4644,150.9739999999999,,1.0,
2020-06-16,0.39,-0.6246093749999991,98.7204,,,1.0,
2020-06-17,,-0.6118333333333329,103.0458,,,1.0,
2020-06-18,,-0.58028125,110.2218,,,1.0,
2020-06-19,,-0.5895989583333321,106.8181,,,1.0,
2020-06-20,,-0.5999531249999988,102.5197,,,1.0,
2020-06-21,,-0.6056406249999987,98.619,,,1.0,
2020-06-22,,-0.622963541666666,97.601,,,1.0,
2020-06-23,,-0.6297672275641026,95.2875,,,1.0,
2020-06-24,,,92.4096,,,1.0,
2020-06-25,,,90.9869,,,1.0,
2020-06-26,,,88.8525,,,1.0,
2020-06-27,,,89.7985,,,1.0,
2020-06-28,,,87.699,,,1.0,
2020-06-29,,,87.4715,,,1.0,
2020-06-30,,,85.382,,,1.0,
2020-07-01,,,89.0902,,,1.0,
2020-07-02,,,111.2783,,,1.0,
2020-07-03,,,113.9814,,,1.0,
2020-07-04,,,110.0693,,,1.0,
2020-07-05,,,109.5231,,,1.0,
2020-07-06,,,106.9803,,,1.0,
2020-07-07,,,105.0083,,,1.0,
2020-07-08,,,101.7408,,,1.0,
2020-07-09,,,108.2329,,,1.0,
2020-07-10,,,108.0005,,,1.0,
2020-07-11,,,106.31,,,1.0,
2020-07-12,,,103.2228,,,1.0,
2020-07-13,,,98.8824,,,1.0,
2020-07-14,,,94.7201,,,,
2020-07-15,,,96.5572,,,,
2020-07-16,,,93.6815,,,,
2020-07-17,,,92.8976,,,,
2020-07-18,,,91.0743,,,,
2020-07-19,,,88.26299999999999,,,,
2020-07-20,,,86.162,,,,
2020-07-21,,,83.8362,,,,
2020-07-22,,,81.9327,,,,
2020-07-23,,,80.2801,,,,
2020-07-24,,,78.6016,,,,
2020-07-25,,,78.0294,,,,
2020-07-26,,,81.8634,,,,
2020-07-27,,,79.3263,,,,
2020-07-28,,,79.3506,,,,
2020-07-29,,,76.7563,,,,
2020-07-30,,,75.2348,,,,
2020-07-31,,,73.0867,,,,
2020-08-01,,,71.2155,,,,
2020-08-02,,,69.4851,,,,
2020-08-03,,,68.609,,,,
2020-08-04,,,70.9393,,,,
2020-08-05,,,67.1343,,,,
2020-08-06,,,65.7502,,,,
2020-08-07,,,65.1117,,,,
2020-08-08,,,64.5918,,,,
2020-08-09,,,63.7935,,,,
2020-08-10,,,63.4717,,,,
2020-08-11,,,62.6467,,,,
2020-08-12,,,70.6632,,,,
2020-08-13,,,67.3533,,,,
2020-08-14,,,82.4913,,,,
2020-08-15,,,81.1577,,,,
2020-08-16,,,79.3733,,,,
2020-08-17,,,87.1866,,,,
2020-08-18,,,84.3556,,,,
2020-08-19,,,81.0614,,,,
2020-08-20,,,79.0696,,,,
2020-08-21,,,77.1257,,,,
2020-08-22,,,74.4276,,,,
2020-08-23,,,76.1446,,,,
2020-08-24,,,75.2261,,,,
2020-08-25,,,73.6013,,,,
2020-08-26,,,73.6085,,,,
2020-08-27,,,73.4158,,,,
2020-08-28,,,72.9764,,,,
2020-08-29,,,91.00200000000001,,,,
2020-08-30,,,89.9142,,,,
2020-08-31,,,93.7154,,,,
2020-09-01,,,91.2325,,,,
2020-09-02,,,88.6587,,,,
2020-09-03,,,86.1326,,,,
2020-09-04,,,88.8442,,,,
2020-09-05,,,86.6696,,,,
2020-09-06,,,84.8059,,,,
2020-09-07,,,82.6117,,,,
2020-09-08,,,80.5667,,,,
2020-09-09,,,79.7487,,,,
2020-09-10,,,78.5196,,,,
2020-09-11,,,76.0104,,,,
2020-09-12,,,74.1423,,,,
2020-09-13,,,73.1099,,,,
2020-09-14,,,71.4514,,,,
2020-09-15,,,69.7339,,,,
2020-09-16,,,68.1936,,,,
2020-09-17,,,66.7316,,,,
2020-09-18,,,65.7244,,,,
2020-09-19,,,64.812,,,,
2020-09-20,,,63.7912,,,,
2020-09-21,,,62.9869,,,,
2020-09-22,,,62.1354,,,,
2020-09-23,,,61.4436,,,,
2020-09-24,,,68.214,,,,
2020-09-25,,,73.2292,,,,
2020-09-26,,,91.4245,,,,
2020-09-27,,,104.5887,,,,
2020-09-28,,,104.2433,,,,
2020-09-29,,,105.8621,,,,
2020-09-30,,,104.2665,,,,
